Scheme Name,DBT,Economic Distress,Description,Apply Link,min_age,max_age,caste_sc,caste_st,caste_obc,caste_ews,caste_general,caste_bc,caste_sebc,caste_vjnt,caste_sbc,caste_minority,caste_parsi,caste_all,is_farmer,is_student,is_disabled,is_widow,is_pregnant,is_unorganized_worker,is_entrepreneur,is_woman,is_artist,is_exservicemen,is_government,is_orphan,is_elderly,is_journalist,is_ews,is_low_income,income_upper_limit,income_category,sub_categories,primary_category,Residence_Cleaned,Minority_Type,Minority_Cleaned,Disability_Type,Disability_Cleaned,Benefit_Category,Marital_Status_Clean,BPL_Clean,Employment_Status_Clean,Application_Mode_Clean,Scheme_Type_Clean,Location_Clean
Mukhyamantri Teerth Darshan Yojana,Yes,Yes,Free pilgrimage tour to senior citizens under government sponsorship.,https://www.maharashtra.gov.in/Site/Upload/PDF/Mukhyamantri_Tirtha_Darshan_Yojana.pdf?utm_source=chatgpt.com,18,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Unspecified,[],Other,Madhya Pradesh,No,No,None,No,Other,Single,No,Retired,Both,State,Madhya Pradesh
BioCARe Programme For Women Scientists,Yes,Yes,Financial support for women scientists in Biotechnology to promote research participation and career advancement.,https://rcb.res.in/DBTBioCARe/?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,[],Other,Other,No,No,None,No,Fellowship,Single,No,Unemployed,Online,Central,India
YSR Cheyutha,Yes,Yes,"₹75,000 financial assistance to women from marginalized communities to promote livelihood and entrepreneurship.",N/A,45,60,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,[],Other,Andhra Pradesh,Yes (Unspecified),Yes,None,No,Financial,Single,No,Unemployed,Both,State,Andhra Pradesh
Cycle Sahayata Yojana,Yes,Yes,Free bicycles provided to women construction workers to support mobility.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,[],Other,Jharkhand,No,No,None,No,In Kind,Single,No,Other,Online,State,Jharkhand
KCR Nutrition Kit,Yes,Yes,Provides nutrition kits to pregnant women to improve their nutritional status.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Telangana,No,No,None,No,Medical,Married,No,Unemployed,Both,State,Telangana
Arogya Lakshmi,Yes,Yes,Provides financial assistance and nutritious food to pregnant women and lactating mothers.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,,EWS,['Health'],Health,Telangana,No,No,None,No,Financial,Married,Yes,Unemployed,Both,State,Telangana
Bhagwan Budhdh Scholarship,Yes,Yes,Scholarship for SC girl students to encourage higher education after SSC.,N/A,18,100,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Gujarat,No,No,None,No,Scholarship,Single,No,Student,Both,State,Gujarat
Mukhya Mantri Kanyadaan Yojana,Yes,Yes,"Marriage financial assistance for daughters of poor, widow, or destitute families.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35000,General,['Social Welfare'],Social Welfare,Himachal Pradesh,No,No,None,No,Financial,Single,Yes,Unemployed,Both,State,Himachal Pradesh
RMEWF - Medical Assistance For Ex-Servicemen,Yes,Yes,Financial support for medical expenses of non-pensioner ex-servicemen or their widows.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,Unspecified,[],Other,Other,No,No,None,No,Composite / Multi,Single,No,Retired,Both,Central,India
Snehayanam Scheme for Mothers of PwD,Yes,Yes,Provides livelihood support (auto rickshaw) to mothers of persons with disabilities.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,BPL,['Employment'],Employment,Kerala,No,No,Unspecified,Yes,Other,Single,Yes,Unemployed,Both,State,Kerala
Punjab Financial Assistance to Acid Victims Scheme,Yes,Yes,Monthly financial assistance for females 40% disabled due to acid attack.,https://sswcd.punjab.gov.in/en/financial-assistance-to-acid-victims?utm_source=chatgpt.com,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Punjab,No,No,Unspecified,Yes,Financial,Single,No,Unemployed,Both,State,Punjab
Nanda Gaura Yojana,Yes,Yes,Financial assistance for girl children from poor families.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Education']",Financial Support,Uttarakhand,No,No,None,No,Financial,Single,Yes,Student,Both,State,Uttarakhand
Udita Yojana,No,Yes,"Scheme to promote women’s health, hygiene, and wellness.",N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Madhya Pradesh,No,No,None,No,Other,Single,No,Other,Both,State,Madhya Pradesh
Sardar Patel Agriculture Research Award,No,No,Agriculture research award to honor farmers and researchers contributing to agriculture.,https://www.edistrict.hp.gov.in/pages/services/designForm/InfoPages/CM_Bestowing_Plan_%28Mukhya_Mantri_Kanyadaan_Yojana%29.xhtml?utm_source=chatgpt.com,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,[],Other,Gujarat,No,No,None,No,Award,Single,No,Self-Employed,Both,State,Gujarat
Widow / Destitute Women Pension Scheme - Punjab,Yes,Yes,Provides monthly pension to widows and destitute women in Punjab.,https://www.govtschemes.in/punjab-widow-and-destitute-women-pension-scheme?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Social Welfare']",Financial Support,Punjab,No,No,None,No,Pension,Single,No,Unemployed,Both,State,Punjab
State Welfare Scheme For Purohits,Yes,Yes,Provides financial assistance and housing to financially distressed priests of all religions.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,West Bengal,Yes (Unspecified),Yes,None,No,Composite / Multi,Single,No,Self-Employed,Both,State,West Bengal
New Swarnima Scheme For Women,Yes,Yes,Provides up to ₹2 lakh loan at 5% interest to women entrepreneurs from backward classes.,N/A,18,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Business']",Financial Support,Other,No,No,None,No,Loan,Single,No,Self-Employed,Both,Central,India
Tejaswini - The Radiant,Yes,Yes,Provides financial help to young women to start self-employment ventures.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,"['Business', 'Employment']",Business,Jammu & Kashmir,No,No,None,No,Financial,Single,No,Unemployed,Both,State,Jammu & Kashmir
Attendance Scholarship for Girl Students with Disabilities,Yes,Yes,Attendance-based scholarship for girl students with disabilities in rural Punjab.,N/A,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Punjab,No,No,Unspecified,Yes,Scholarship,Single,No,Student,Both,State,Punjab
Scheme for Subsidy on Interest - Milch Animal Farm,Yes,Yes,Interest subsidy for setting up milch animal farms for state cattle breeders.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Gujarat,No,No,None,No,Subsidy,Single,No,Self-Employed,Both,State,Gujarat
Sudakshya for Girl Child Scholarship,Yes,Yes,Scholarship for girls pursuing ITI courses.,N/A,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Odisha,No,No,None,No,Scholarship,Single,No,Student,Both,State,Odisha
Marriage Assistance to Differently Abled Women (Parinayam-II),Yes,Yes,Provides marriage assistance to differently-abled unmarried women.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Kerala,No,No,Unspecified,Yes,Financial,Single,No,Unemployed,Both,State,Kerala
Mukhyamantri Rajya Nirashrit Mahila Samman Pension Yojana,Yes,Yes,"Pension for destitute women, especially senior citizens, who can't sustain themselves.",N/A,0,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Jharkhand,No,No,None,No,Pension,Single,No,Unemployed,Both,State,Jharkhand
Marriage Benefit (MBOCWWB),Yes,Yes,Marriage assistance for registered construction workers or their children.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Meghalaya,No,No,None,No,Financial,Married,No,Other,Both,State,Meghalaya
Differently Abled Pension Scheme,Yes,Yes,"Pension of ₹1,000 and festival benefits for differently-abled persons (≥40% disability).",N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Social Welfare']",Financial Support,Tamil Nadu,No,No,Unspecified,Yes,Pension,Single,No,Unemployed,Both,State,Tamil Nadu
Destitute/Deserted Wives Pension Scheme,Yes,Yes,"Pension of ₹1,000 for destitute/deserted wives with additional festival saree benefit.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Social Welfare']",Financial Support,Tamil Nadu,No,No,None,No,Pension,Single,No,Unemployed,Both,State,Tamil Nadu
Dr. Muthulakshmi Reddy Ninaivu Inter-caste Marriage Assistance Scheme-I,Yes,Yes,Encourages inter-caste marriages with financial assistance to abolish caste discrimination.,N/A,18,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Social Welfare']",Financial Support,Tamil Nadu,No,No,None,No,Financial,Married,No,Unemployed,Both,State,Tamil Nadu
Government Service Home,Yes,Yes,"Institutional care for women in distress, adolescent girls, and differently-abled women.",N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,[],Other,Tamil Nadu,No,No,Unspecified,Yes,Housing,Single,No,Unemployed,Both,State,Tamil Nadu
Gharelu Hinsa Ki Pidita Ke Liye Sahayta Yojana,Yes,Yes,"Financial, legal, and shelter support for victims of domestic violence.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,[],Other,Madhya Pradesh,No,No,None,No,Financial,Single,No,Unemployed,Both,State,Madhya Pradesh
Mukhyamantri Sports Development Scheme - Retired Person,Yes,Yes,"Provides ₹30,000 monthly remuneration to retired sportspersons for employment generation.",N/A,60,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Employment'],Employment,Tripura,No,No,None,No,Other,All,No,Retired,Both,State,Tripura
Mukhyamantri Mahila Poshan Yojana,Yes,Yes,Provides nutritional food to reduce malnutrition among pregnant and lactating women.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Uttarakhand,No,No,None,No,Other,Married,No,Unemployed,Both,State,Uttarakhand
Mukhyamantri Mahalaxmi Kit Yojana,Yes,Yes,Provides nutrition kits to postpartum mothers and their daughters to improve health.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Uttarakhand,No,No,None,No,Medical,Married,No,Unemployed,Both,State,Uttarakhand
Sanitary Napkin Scheme,Yes,Yes,Distribution of sanitary napkins to promote menstrual hygiene.,N/A,13,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Uttarakhand,No,No,None,No,Medical,Single,No,Student,Both,State,Uttarakhand
Cash Grant in lieu of Sewing Machine,Yes,Yes,"Provides ₹10,000 cash grant to widows of ex-servicemen for purchasing a sewing machine.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,Unspecified,['Employment'],Employment,Puducherry,No,No,None,No,Financial,Widowed,No,Unemployed,Offline,State,Puducherry
Anganwadi Workers Welfare Fund,Yes,Yes,Provides welfare and financial security to Anganwadi workers and helpers.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Uttarakhand,No,No,None,No,Financial,Single,No,Employed,Both,State,Uttarakhand
Dr. Savitaben Ambedkar Inter Caste Marriage Assistance Scheme,Yes,Yes,Financial aid for inter-caste marriages between SC and other Hindu castes.,N/A,18,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Social Welfare']",Financial Support,Gujarat,No,No,None,No,Financial,Married,No,Unemployed,Both,State,Gujarat
Indira Mahila Shakti Prashikshan Evam Koshal Sanvardhan Yojana,Yes,Yes,Free spoken English and personality development training for women and girls.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Skill Development'],Skill Development,Rajasthan,No,No,None,No,Training,Single,No,Student,Online,State,Rajasthan
Indira Gandhi National Vidhva Pension Yojana,Yes,Yes,Monthly pension for widows to provide financial security.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Social Welfare']",Financial Support,Rajasthan,No,No,None,No,Pension,Widowed,No,Unemployed,Both,Central,Rajasthan
Pradhan Mantri Matru Vandana Yojana,Yes,Yes,"₹5,000 for the first child and ₹6,000 for the second girl child under maternity benefit.",https://pmmvy.wcd.gov.in/?4iyd55Huu=WIoAKxpkDMcx&utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Health']",Financial Support,All India,No,No,None,No,Composite / Multi,Married,Yes,Unemployed,Both,Central,India
Financial Assistance for Coaching Classes (HBOCWWB),Yes,Yes,Coaching support for professional and technical courses for children of construction workers.,N/A,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Education']",Financial Support,Haryana,No,No,None,No,Other,Single,No,Student,Both,State,Haryana
Mahila Kisan Yojana,Yes,Yes,Loans and employment support for Scheduled Caste women to start businesses.,N/A,18,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Employment']",Financial Support,Haryana,No,No,None,No,Composite / Multi,Single,No,Self-Employed,Both,State,Haryana
Pragati Scholarship Scheme For Girl Students (Technical Diploma),Yes,Yes,AICTE scholarship for girl students pursuing technical diplomas.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,All India,No,No,None,No,Scholarship,Single,Yes,Student,Online,Central,India
Marriage Assistance for the Construction Workers,Yes,Yes,Financial assistance for marriage of registered women construction workers and their dependents.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Social Welfare']",Financial Support,Sikkim,No,No,None,No,Financial,Married,No,Employed,Both,State,Sikkim
Ex-Gratia Grant for Disability to Defence Forces Personnel,Yes,Yes,Ex-gratia financial grant to disabled defence personnel from Haryana for life disabilities in service.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,Unspecified,['Disability'],Disability,Haryana,No,No,Unspecified,Yes,Financial,Single,No,Disabled,Both,State,Haryana
Financial Assistance to War Widows of Defence Forces,Yes,Yes,"Financial aid of ₹3,000/- per month to war widows of Defence Forces from the 1962, 1965, and 1971 wars.",https://www.mysmartprice.com/hi/sarakari-sewayen/mukhyamantri-maiya-samman-yojana-jharkhand/?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Social Welfare']",Financial Support,Haryana,No,No,None,No,Pension,Widowed,No,Unemployed,Both,State,Haryana
Education Development Scholarship for Single Girl Child,Yes,Yes,"₹5,000/- per year scholarship for the only girl child to promote education continuity.",N/A,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Madhya Pradesh,No,No,None,No,Scholarship,Single,No,Student,Both,State,Madhya Pradesh
Mukhyamantri Vidwa Evam Ekal Naari Awas Yojana,Yes,Yes,Financial grants for house construction for economically weak widows and single women.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Housing']",Financial Support,Himachal Pradesh,No,No,None,No,Composite / Multi,Single,Yes,Unemployed,Both,State,Himachal Pradesh
Integrated Social Security Scheme: Old Age Pension,Yes,Yes,Monthly pension for destitute elderly persons in Ladakh.,N/A,55,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Ladakh,No,No,None,No,Pension,Single,Yes,Unemployed,Both,State,Ladakh
State Government ST Scholarship (Class 9 to 10),Yes,Yes,Pre-matric scholarship for Scheduled Tribe students in classes 9 and 10.,N/A,14,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Madhya Pradesh,No,No,None,No,Scholarship,Single,No,Student,Both,State,Madhya Pradesh
Jharkhand Mukhyamantri Maiya Samman Yojana,Yes,Yes,Financial aid for women to enhance financial security and well-being.,https://mmmsy.jharkhand.gov.in/,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Jharkhand,No,No,None,No,Financial,Single,No,Unemployed,Both,State,Jharkhand
Mata Shabri Mahila Sashktikaran Yojana,Yes,Yes,Subsidy for LPG gas connections for BPL women from Scheduled Caste families.,N/A,18,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,[],Other,Himachal Pradesh,No,No,None,No,Subsidy,Single,Yes,Unemployed,Both,State,Himachal Pradesh
Mukhyamantri Divyangjan Vivah Protsahan Anudan Yojana,Yes,Yes,Financial support to encourage the marriage of differently-abled individuals.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Social Welfare']",Financial Support,Bihar,No,No,Unspecified,Yes,Financial,Single,No,Unemployed,Both,State,Bihar
Uttarakhand Widow Pension Scheme,Yes,Yes,Pension scheme for BPL widows to provide financial security.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Social Welfare']",Financial Support,Uttarakhand,No,No,None,No,Pension,Widowed,Yes,Unemployed,Both,State,Uttarakhand
Widow/Abandoned/Single Woman Pension Scheme,Yes,Yes,"Monthly pension for widows, abandoned women, and unmarried women in need.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Social Welfare']",Financial Support,Himachal Pradesh,No,No,None,No,Pension,Single,No,Unemployed,Both,State,Himachal Pradesh
Community Based Training Scheme,Yes,Yes,Provides skill-based training in various sectors for unemployed minority youth to promote self-employment and employability.,https://pmsvanidhi.mohua.gov.in/?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Skill Development'],Skill Development,Karnataka,Yes (Unspecified),Yes,None,No,Composite / Multi,Single,No,Unemployed,Both,State,Karnataka
Financial Assistance for Marriage (BBOCWWB),Yes,Yes,"Provides ₹50,000 for the marriage of daughters or female worker’s own marriage for registered construction workers.",https://www.egovtschemes.com/financial-assistance-for-marriage-bbocwwb/?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Bihar,No,No,None,No,Financial,Single,No,Employed,Both,State,Bihar
Maternity Benefit Scheme (APBOCWWB),Yes,Yes,Financial support during maternity for registered construction workers and their wives/daughters.,https://dbocwwb.delhi.gov.in/beneficiarydboc.html?utm_source=chatgpt.com,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Andhra Pradesh,No,No,None,No,Composite / Multi,Married,No,Employed,Both,State,Andhra Pradesh
Maternity Benefit to the Female Beneficiary,Yes,Yes,Maternity financial support provided up to two times to registered female workers.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Manipur,No,No,None,No,Composite / Multi,Married,No,Employed,Both,State,Manipur
Maternity Benefit for Women Beneficiaries,Yes,Yes,"Financial aid for maternity to registered women workers and wives of registered workers, can be availed twice.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,Nagaland,No,No,None,No,Composite / Multi,Married,No,Employed,Both,State,Nagaland
Financial Assistance for Girl Child Attend Her Age of 18,Yes,Yes,"₹1,00,000 fixed deposit for each girl child of a registered worker who adopted family planning after first female child.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Maharashtra,No,No,None,No,Financial,Single,No,Unemployed,Both,State,Maharashtra
Micro Credit Loan for Women Vendors,Yes,Yes,"Loans ranging from ₹100 to ₹5,000 at 11% interest for women vendors in Tamil Nadu through cooperative banks.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Financial Support'],Financial Support,Tamil Nadu,No,No,None,No,Loan,Single,No,Self-Employed,Offline,State,Tamil Nadu
